2920729135839	3991.96
1241126311939	10797.70
1171120352964	0.00
1931002121498	0.00
2481012661320	9088.98
2701020384730	11245.30
1700228831332	8642.32
1280814450855	0.00
2280326649325	561.54
1691109565706	8468.34
1180508117403	7712.44
2790615915048	2898.43
1290501819810	18657.03
1411128601415	13705.66
1640413696699	0.00
1100906561935	22771.56
2540215575452	0.00
2631009779750	1291.32
1770731844186	0.00
1040902840242	8059.55
2361230172013	12938.16
2421215295673	0.00
1410226488011	0.00
1740218440067	0.00
2261208716267	19643.41
2470919941910	16669.84
2870116851587	20492.65
1750828807256	15587.17
1850330400585	1952.52
1380927260752	0.00
1350412508916	0.00
1161129395460	5192.09
2760706850619	21497.10
1340430402587	0.00
1141028183668	0.00
1281025157467	0.00
2080908291413	0.00
2710102563788	23012.91
1840103759605	0.00
1680723557874	12493.50
2280308237303	9960.38
2570628228740	0.00
1100707643400	4815.02
1110709828376	4788.23
1420215910378	0.00
2441115688180	0.00
2400721700369	2240.16
1940605379899	0.00
1050824154993	0.00
2070522531474	6604.37
1470514930656	95.40
2690401978814	18646.19
1470602452274	0.00
1601223737827	2984.36
2890813357755	4633.51
1930912562341	0.00
2310421243119	7735.52
1000312695529	12005.53
1350619820516	0.00
1140822563796	15346.17
1801017930158	2834.79
1630726721066	14300.67
2330507150817	2782.02
1360215146831	15828.74
2271127782930	0.00
1650113445832	0.00
2390518772533	3915.76
2631118214682	19255.76
1610801151646	6891.40
1930802157646	9664.10
1230106276250	17527.30
1020701262855	16079.60
2160421832701	12787.13
2761110502779	0.00
1401122260316	16667.10
1120607523093	10191.21
1730424752178	0.00
1311107118974	5486.42
1021011982937	13807.11
1660426169473	0.00
2540812618956	0.00
1790418985130	6300.75
2620308641957	0.00
1780928210497	0.00
2820424232158	5193.84
1560604974035	0.00
1151107237234	0.00
2000907423561	0.00
2940402220572	17683.99
1100528650734	0.00
2470913936855	4755.36
2180120926092	12972.04
1621218421211	2510.03
1090626730190	6080.49
2720828563557	0.00
1101109591358	13744.38
2301222947119	12561.81
1240829326631	15411.14
1831118317426	28591.81
1180510765236	907.11
1130522713290	21716.54
2160203198670	8437.29
2561123153394	0.00
2670208344001	9383.72
1170614137378	5153.22
2691002737046	0.00
2870513878647	0.00
2480615653081	0.00
2960729900395	0.00
1540723511668	0.00
1390202472152	11962.78
1960102221425	6683.59
2631204945720	0.00
2090222381403	0.00
1020810389478	8847.72
1380704403997	21057.99
2730104289053	0.00
2040308696190	15365.49
1480101401793	0.00
1760125134556	0.00
1820224145217	20436.02
2610207294865	12002.17
2831122461216	0.00
2770912529973	23356.22
2950529928679	0.00
2220716209536	15083.22
1520801735165	9773.38
2710419181372	23936.20
1641228849069	0.00
2611116729475	12887.39
2910226570074	0.00
1510123367447	0.00
2811126126471	3945.08
2740521955556	47411.67
2820820410417	0.00
1580903135675	0.00
2831121766872	27051.37
2690412193161	8532.85
2570110321561	7248.32
1260904266269	5962.51
2651017750062	0.00
1520505615350	15766.49
2520418893724	0.00
2710518529540	0.00
1461022254613	0.00
1150728780056	0.00
1170121451063	8325.28
1340528666238	0.00
2220106200957	0.00
1110221803556	36675.64
1740428550725	0.00
1120505562486	0.00
2950926618411	0.00
2560719644415	1697.80
2680108758476	5186.47
2050816472909	0.00
1400529425635	1425.83
2980828647053	16278.65
2410909905453	31351.70
2820618702186	1825.40
1260605776104	0.00
2060827476017	19461.85
1170720630959	52.92
1620709317459	12192.27
1251223357031	0.00
1071221217626	0.00
2270925358099	14542.80
1540121102740	5287.30
2181012275256	4710.90
2530513890261	0.00
2210619369145	6161.86
2780818269135	0.00
1601127452889	3127.65
2920321447892	4879.23
1820312484665	53318.25
2610501491320	0.00
1090628125276	0.00
2001226410764	7293.50
2450530530085	0.00
1200330336482	9892.60
2390429101142	0.00
2060928422319	0.00
2071216927058	14390.74
2820328507651	3671.98
1410407243676	0.00
2280504394130	16666.16
1910722366677	35513.28
2030121202093	0.00
1550303451675	9003.20
2840501104350	7064.69
1101204782078	0.00
1831213933369	26376.13
2801209494817	0.00
1160902641208	46182.71
2350527148020	4793.59
2440127466363	0.00
1450319320232	12400.44
2431204184740	276.01
2890730307661	3289.14
1991113908785	34252.51
1880817996627	9892.95
1580630693573	23698.14
1591103636140	0.00
1430927793855	15462.12
1260218690088	20010.77
2130926176352	3160.03
2210715572278	10230.46
2371226800169	0.00
1550118934697	0.00
1311202893177	18426.78
1690307570383	0.00
2411107953938	34303.27
2181012406651	3304.52
1280925478055	0.00
1051231612164	30246.40
1360429361612	33096.78
1820202624445	3514.33
1820611479466	9647.97
2100304435717	4858.03
1380922733284	26743.55
1731025503007	2193.49
2630721144174	0.00
1270808466894	0.00
1690226950350	8377.09
2250224852990	0.00
2070703288136	7521.86
2230626856945	43341.45
2850815898614	1289.54
1970620598668	0.00
2550107598643	0.00
2990228520202	27984.89
2400314660097	0.00
2940924112954	0.00
2380824640106	522.36
1241127403638	1345.56
1700716494423	0.00
1120719456790	5641.32
2481016849648	0.00
1160322455346	11534.27
2281202559069	0.00
1430725735907	9060.47
2310313199399	18735.90
2360826754049	26731.60
1430206629911	13190.03
1200916813381	20970.23
1091105288789	0.00
2500813822695	0.00
1050109524618	6602.53
1050529442272	17175.21
2250207159518	21379.84
2720122345641	11427.65
1880518490969	0.00
1800314106585	5151.61
2830522274436	0.00
2290518954377	2787.54
1780207911752	0.00
1320330597907	0.00
2991009967565	7925.06
1290226314189	1316.92
1851201866172	0.00
1570912134962	31171.34
2821016305180	0.00
2720601361113	0.00
1680727193367	16594.75
1790925118842	11535.69
2710903232502	0.00
1701124910895	10582.50
2710408894207	56150.88
2470726414800	10465.39
1650304702525	0.00
1710701114485	782.04
2750910167896	11901.38
2670720884183	0.00
2060507688567	7263.42
1760422838350	0.00
2340714639684	0.00
1371007228467	0.00
1370911344360	7923.69
1240530638495	0.00
1101119419625	29790.50
1560217267081	28100.81
2911230733394	0.00
1590526593899	10857.76
1221115288906	2124.55
2921228474492	16284.92
1860726603931	0.00
2770623851894	12598.79
1791027955783	20167.41
2110225816841	0.00
1550306216813	9673.95
1501217199193	4198.27
2660509575643	19676.84
1180412342444	0.00
2200620140431	5593.54
1230916861680	379.80
1130907883686	15233.42
1860419680243	17492.95
2270412336608	0.00
1360925934500	24655.33
1580104991324	0.00
1160122703345	0.00
2581004569341	0.00
1111124431390	13327.90
1241028975458	4063.87
2310208789937	8192.19
1040211759766	0.00
2100317213150	10271.28
1530801120279	2947.83
2670918937362	0.00
2610923897410	12406.96
1840207223610	38790.41
1140810718258	0.00
1760128188355	27525.25
2440617947813	0.00
1810428549225	1627.04
2330413911519	14066.24
1150218327469	11776.80
1190912335135	19891.54
2810603142292	10905.01
1881129904318	0.00
2080812960448	0.00
2650810832814	0.00
2950825456496	0.00
1730604389662	0.00
2720823243236	28415.15
1511009664320	0.00
1631118476063	14283.12
1650420279779	0.00
2320217984223	8417.50
2020811693080	8166.71
2921005776805	3134.35
1081127928112	0.00
